Depth,Absolute Salinity,Temperature
463,34.0,2.0
464,34.0,2.0
465,34.0,2.0
466,34.0,2.0
467,34.0,2.0
468,34.0,2.0
469,34.0,2.0
470,34.0,2.0
471,34.0,2.0
472,34.0,2.0
473,34.0,2.0
474,34.0,2.0
475,34.0,2.0
476,34.0,2.0
477,34.0,2.0
478,34.0,2.0
479,34.0,2.0
480,34.0,2.0
481,34.0,2.0
482,34.0,2.0
483,34.0,2.0
484,34.0,2.0
485,34.0,2.0
486,34.0,2.0
487,34.0,2.0
488,34.0,2.0
489,34.0,2.0
490,34.0,2.0
491,34.0,2.0
492,34.0,2.0
493,34.0,2.0
494,34.0,2.0
495,34.0,2.0
496,34.0,2.0
497,34.0,2.0
498,34.0,2.0
499,34.0,2.0
500,34.0,2.0
501,34.0,2.0
502,34.0,2.0
503,34.0,2.0
504,34.0,2.0
505,34.0,2.0
506,34.0,2.0
507,34.0,2.0
508,34.0,2.0
509,34.0,2.0
510,34.0,2.0
511,34.0,2.0
512,34.0,2.0
513,34.0,2.0
514,34.0,2.0
515,34.0,2.0
516,34.0,2.0
517,34.0,2.0
518,34.0,2.0
519,34.0,2.0
520,34.0,2.0
521,34.0,2.0
522,34.0,2.0
523,34.0,2.0
524,34.0,2.0
525,34.0,2.0
526,34.0,2.0
527,34.0,2.0
528,34.0,2.0
529,34.0,2.0
530,34.0,2.0
531,34.0,2.0
532,34.0,2.0
533,34.0,2.0
534,34.0,2.0
535,34.0,2.0
536,34.0,2.0
537,34.0,2.0
538,34.0,2.0
539,34.0,2.0
540,34.0,2.0
541,34.0,2.0
542,34.0,2.0
543,34.0,2.0
544,34.0,2.0
545,34.0,2.0
546,34.0,2.0
547,34.0,2.0
548,34.0,2.0
549,34.0,2.0
550,34.0,2.0
551,34.0,2.0
552,34.0,2.0
553,34.0,2.0
554,34.0,2.0
555,34.0,2.0
556,34.0,2.0
557,34.0,2.0
558,34.0,2.0
559,34.0,2.0
560,34.0,2.0
561,34.0,2.0
562,34.0,2.0
563,34.0,2.0
564,34.0,2.0
565,34.0,2.0
566,34.0,2.0
567,34.0,2.0
568,34.0,2.0
569,34.0,2.0
570,34.0,2.0
571,34.0,2.0
572,34.0,2.0
573,34.0,2.0
574,34.0,2.0
575,34.0,2.0
576,34.0,2.0
577,34.0,2.0
578,34.0,2.0
579,34.0,2.0
580,34.0,2.0
581,34.0,2.0
582,34.0,2.0
583,34.0,2.0
584,34.0,2.0
585,34.0,2.0
586,34.0,2.0
587,34.0,2.0
588,34.0,2.0
589,34.0,2.0
590,34.0,2.0
591,34.0,2.0
592,34.0,2.0
593,34.0,2.0
594,34.0,2.0
595,34.0,2.0
596,34.0,2.0
597,34.0,2.0
598,34.0,2.0
599,34.0,2.0
600,34.0,2.0
601,34.0,2.0
602,34.0,2.0
603,34.0,2.0
604,34.0,2.0
605,34.0,2.0
606,34.0,2.0
607,34.0,2.0
608,34.0,2.0
609,34.0,2.0
610,34.0,2.0
611,34.0,2.0
612,34.0,2.0
613,34.0,2.0
614,34.0,2.0
615,34.0,2.0
616,34.0,2.0
617,34.0,2.0
618,34.0,2.0
619,34.0,2.0
620,34.0,2.0
621,34.0,2.0
622,34.0,2.0
623,34.0,2.0
624,34.0,2.0
625,34.0,2.0
626,34.0,2.0
627,34.0,2.0
628,34.0,2.0
629,34.0,2.0
630,34.0,2.0
631,34.0,2.0
632,34.0,2.0
633,34.0,2.0
634,34.0,2.0
635,34.0,2.0
636,34.0,2.0
637,34.0,2.0
638,34.0,2.0
639,34.0,2.0
640,34.0,2.0
641,34.0,2.0
642,34.0,2.0
643,34.0,2.0
644,34.0,2.0
645,34.0,2.0
646,34.0,2.0
647,34.0,2.0
648,34.0,2.0
649,34.0,2.0
650,34.0,2.0
651,34.0,2.0
652,34.0,2.0
653,34.0,2.0
654,34.0,2.0
655,34.0,2.0
656,34.0,2.0
657,34.0,2.0
658,34.0,2.0
659,34.0,2.0
660,34.0,2.0
661,34.0,2.0
662,34.0,2.0
663,34.0,2.0
664,34.0,2.0
665,34.0,2.0
666,34.0,2.0
667,34.0,2.0
668,34.0,2.0
669,34.0,2.0
670,34.0,2.0
671,34.0,2.0
672,34.0,2.0
673,34.0,2.0
674,34.0,2.0
675,34.0,2.0
676,34.0,2.0
677,34.0,2.0
678,34.0,2.0
679,34.0,2.0
680,34.0,2.0
681,34.0,2.0
682,34.0,2.0
683,34.0,2.0
684,34.0,2.0
685,34.0,2.0
686,34.0,2.0
687,34.0,2.0
688,34.0,2.0
689,34.0,2.0
690,34.0,2.0
691,34.0,2.0
692,34.0,2.0
693,34.0,2.0
694,34.0,2.0
695,34.0,2.0
696,34.0,2.0
697,34.0,2.0
698,34.0,2.0
699,34.0,2.0
