Depth,Absolute Salinity,Temperature
111,33.610916,0.48439524
112,33.617626,0.5009178
113,33.624344,0.53736836
114,33.6375,0.5835505
115,33.64582,0.6057333
116,33.651707,0.63012904
117,33.653305,0.6330871
118,33.655457,0.63122076
119,33.661613,0.6309484
120,33.665573,0.61067873
121,33.67018,0.6135387
122,33.67729,0.610879
123,33.682907,0.61437356
124,33.685963,0.6171918
125,33.69868,0.6901419
126,33.706127,0.7473131
127,33.712276,0.73515445
128,33.72325,0.7781651
129,33.724277,0.73724604
130,33.72559,0.72028077
131,33.74414,0.87668943
132,33.749096,0.9111488
133,33.754135,0.93885785
134,33.75385,0.87717205
135,33.77804,0.951679
136,33.793835,1.0939914
137,33.80265,1.1579485
138,33.816887,1.192265
139,33.83284,1.249707
140,33.841297,1.2986935
141,33.848915,1.3355316
142,33.85469,1.3694776
143,33.8563,1.3788061
144,33.858418,1.3835218
145,33.85922,1.3686469
146,33.860348,1.3538667
147,33.863117,1.3625933
148,33.86825,1.3902944
149,33.871944,1.412749
150,33.876022,1.4269384
151,33.883297,1.4556985
152,33.88705,1.462212
153,33.888824,1.4647924
154,33.891296,1.4690173
155,33.892296,1.471791
156,33.8953,1.4761835
157,33.90164,1.4878279
158,33.91173,1.5317515
159,33.9118,1.5053005
160,33.903538,1.3266659
161,33.905304,1.2915118
162,33.904987,1.2843896
163,33.906345,1.2791702
164,33.91095,1.2956902
165,33.91371,1.306569
166,33.916065,1.3101889
167,33.9235,1.3524661
168,33.9319,1.3890959
169,33.943073,1.4434259
170,33.94899,1.4670432
171,33.952747,1.4955752
172,33.95537,1.5130727
173,33.95617,1.517517
174,33.95699,1.5122935
175,33.95944,1.5141069
176,33.96051,1.5133898
177,33.963055,1.5161898
178,33.967167,1.525191
179,33.969753,1.5314056
180,33.972893,1.5398073
181,33.977962,1.54967
182,33.982006,1.5764557
183,33.98372,1.5799708
184,33.985104,1.5796092
185,33.987125,1.5865515
186,33.987946,1.5878439
187,33.988598,1.584245
188,33.99032,1.5882998
189,33.993473,1.5934346
190,33.997684,1.5997785
191,34.00754,1.63687
192,34.0087,1.6215681
193,34.01288,1.6332083
194,34.023865,1.6824535
195,34.028656,1.7084703
196,34.028557,1.6941886
197,34.03454,1.7054408
198,34.040394,1.7388055
199,34.050556,1.8067006
200,34.053192,1.816443
201,34.058315,1.8290236
202,34.0609,1.8314558
203,34.063076,1.831247
204,34.06288,1.8300813
205,34.06394,1.8225113
206,34.065956,1.8262289
207,34.069286,1.8341509
208,34.070667,1.8360631
209,34.071136,1.8368905
210,34.07141,1.833441
211,34.07235,1.8300318
212,34.074516,1.8278675
213,34.077106,1.8277904
214,34.07813,1.8269993
215,34.07951,1.8278917
216,34.08058,1.831307
217,34.08138,1.8328345
218,34.084198,1.840463
219,34.090717,1.8563008
220,34.09254,1.8554002
221,34.092518,1.853693
222,34.09261,1.852593
223,34.09309,1.8533808
224,34.093246,1.8537544
225,34.093224,1.8539255
226,34.09346,1.8543854
227,34.09338,1.8543911
228,34.094944,1.8560141
229,34.096706,1.8594357
230,34.09725,1.861106
231,34.10044,1.8700472
232,34.10313,1.875902
233,34.103382,1.8762842
234,34.105484,1.8812414
235,34.10887,1.8904628
236,34.10977,1.8934389
237,34.111183,1.895751
238,34.11315,1.893949
239,34.113075,1.8891563
240,34.11253,1.8820963
241,34.11246,1.8801112
242,34.112354,1.8762007
243,34.112274,1.8688731
244,34.11469,1.8647083
245,34.12026,1.8808362
246,34.124256,1.8832178
247,34.13207,1.891887
248,34.136784,1.8828737
249,34.13912,1.8797235
250,34.13929,1.8799928
251,34.139153,1.8794271
252,34.139107,1.8794527
253,34.139317,1.8805277
254,34.140656,1.8834131
255,34.14235,1.8855417
256,34.14328,1.8862692
257,34.144512,1.883986
258,34.146004,1.883149
259,34.14611,1.8829318
260,34.146694,1.8820958
261,34.154236,1.8928001
262,34.16544,1.9310338
263,34.16707,1.9401709
264,34.169384,1.9534036
265,34.17243,1.9551299
266,34.17672,1.9544828
267,34.178204,1.9193571
268,34.17748,1.9124441
269,34.175182,1.8907765
270,34.17445,1.8821064
271,34.174484,1.8812121
272,34.175335,1.8831007
273,34.179527,1.8941803
274,34.185684,1.9039916
275,34.185497,1.89334
276,34.185253,1.8922579
277,34.185177,1.8919584
278,34.1849,1.8889607
279,34.185112,1.8887438
280,34.18699,1.8893263
281,34.188858,1.8901991
282,34.189354,1.8902678
283,34.189846,1.88948
284,34.190155,1.8858124
285,34.190674,1.8809894
286,34.190697,1.8805422
287,34.191486,1.877607
288,34.19447,1.8714876
289,34.196465,1.8617238
290,34.1978,1.8485045
291,34.200096,1.8417847
292,34.20495,1.8591844
293,34.21113,1.8811913
294,34.21783,1.9023215
295,34.22459,1.9187624
296,34.22786,1.9262401
297,34.2292,1.927263
298,34.230064,1.9274747
299,34.23499,1.9355828
300,34.23878,1.942814
301,34.240562,1.9448935
302,34.24038,1.8671526
303,34.241344,1.8292202
304,34.244812,1.8325164
305,34.246426,1.820424
306,34.246506,1.8303304
307,34.246967,1.8308679
308,34.24967,1.8017782
309,34.25814,1.8052586
310,34.260853,1.8109459
311,34.264538,1.8180988
312,34.2692,1.8306029
313,34.274113,1.8434176
314,34.278545,1.8523465
315,34.283577,1.8524475
316,34.28974,1.8408152
317,34.291092,1.8419374
318,34.292816,1.8467969
319,34.295803,1.8518648
320,34.297737,1.8431977
321,34.2997,1.8330816
322,34.302162,1.8255357
323,34.30828,1.8266058
324,34.311016,1.8273388
325,34.314358,1.8260304
326,34.316776,1.8255918
327,34.326466,1.8509552
328,34.332573,1.8647709
329,34.336662,1.8551078
330,34.339573,1.8639983
331,34.34181,1.8686099
332,34.34581,1.8871502
333,34.35113,1.9181952
334,34.358253,1.9592276
335,34.361984,1.9793876
336,34.362473,1.9785676
337,34.36393,1.9843203
338,34.36724,1.9991273
339,34.370407,2.0119574
340,34.3739,2.016289
341,34.37529,2.0157132
342,34.37617,2.0229077
343,34.375298,2.0136116
344,34.374454,2.0006917
345,34.37399,1.9918693
346,34.373966,1.9856411
347,34.373905,1.983282
348,34.37396,1.9818251
349,34.37397,1.9766661
350,34.37431,1.9752365
351,34.375446,1.9740876
352,34.376484,1.9746568
353,34.37897,1.9788761
354,34.38604,1.9865571
355,34.390656,1.9950712
356,34.39184,1.9976219
357,34.393795,1.9992305
358,34.394314,1.9996297
359,34.396194,2.003011
360,34.39883,1.9994256
361,34.40055,1.9932954
362,34.404156,1.9939425
363,34.4074,2.0012264
364,34.409534,2.0058286
365,34.41365,2.013404
366,34.415882,2.0169127
367,34.419487,2.0244837
368,34.42439,2.0342305
369,34.426388,2.0373466
370,34.428333,2.0397258
371,34.429897,2.0415447
372,34.430878,2.0427945
373,34.43332,2.0448823
374,34.434044,2.044068
375,34.434307,2.043677
376,34.434338,2.0416527
377,34.435055,2.0414407
378,34.436497,2.0433383
379,34.438126,2.0459213
380,34.442654,2.0579023
381,34.446835,2.0745707
382,34.447746,2.0764372
383,34.448044,2.0756161
384,34.448483,2.0727448
385,34.44888,2.069726
386,34.44914,2.069629
387,34.44951,2.0677447
388,34.450527,2.0656722
389,34.451485,2.0662043
390,34.452236,2.0665739
391,34.452583,2.0669005
392,34.45291,2.067274
393,34.45299,2.0673823
394,34.453224,2.0676978
395,34.45504,2.0725753
396,34.455936,2.0747344
397,34.456135,2.0747488
398,34.456573,2.0750482
399,34.456947,2.0753548
400,34.45858,2.0780358
401,34.46055,2.0823004
402,34.462143,2.0848107
403,34.463238,2.086229
404,34.46442,2.088307
405,34.46548,2.0901654
406,34.46605,2.091086
407,34.466793,2.0921922
408,34.468613,2.0950105
409,34.4711,2.0990787
410,34.4758,2.1033914
411,34.47917,2.1072242
412,34.4812,2.1086583
413,34.483234,2.1094267
414,34.484554,2.1091719
415,34.48647,2.1106806
416,34.488865,2.1127667
417,34.489826,2.1133552
418,34.490383,2.1137626
419,34.49132,2.1144907
420,34.49373,2.1170182
421,34.49415,2.117685
422,34.4944,2.11773
423,34.49543,2.1186845
424,34.496475,2.1196034
425,34.49788,2.1210794
426,34.499943,2.1264527
427,34.50424,2.1305957
428,34.50542,2.13227
429,34.507095,2.1352124
430,34.50985,2.1397486
431,34.513783,2.145169
432,34.514896,2.1464403
433,34.516464,2.148704
434,34.51883,2.1522799
435,34.52372,2.1619947
436,34.52425,2.1628776
437,34.526085,2.1656892
438,34.528072,2.1671085
439,34.52875,2.165808
440,34.530193,2.1669955
441,34.53118,2.1698549
442,34.530922,2.1690366
443,34.530903,2.168947
444,34.53062,2.1680682
445,34.53226,2.175331
446,34.533493,2.1821904
447,34.538166,2.201705
448,34.546085,2.2361035
449,34.552402,2.2634165
450,34.556736,2.28147
451,34.56374,2.3106334
452,34.566254,2.3227296
453,34.56678,2.3257086
454,34.56744,2.3297262
455,34.568295,2.3352532
456,34.568367,2.3358443
457,34.56836,2.3368213
458,34.569054,2.3400283
459,34.5716,2.351366
460,34.574066,2.361425
461,34.575615,2.3690386
462,34.577003,2.37622
463,34.580498,2.3912623
464,34.583008,2.4032688
465,34.583336,2.4042857
466,34.588207,2.4246268
467,34.59298,2.4451022
468,34.593544,2.4480038
469,34.595394,2.4572089
470,34.596817,2.4645119
471,34.59792,2.47033
472,34.59892,2.47579
473,34.601425,2.4895182
474,34.602974,2.4996793
475,34.6043,2.5067844
476,34.60556,2.5142543
477,34.608,2.5277467
478,34.610703,2.541947
479,34.614063,2.5582507
480,34.617287,2.5732777
481,34.6202,2.5880432
482,34.621563,2.5943463
483,34.623573,2.603531
484,34.62551,2.6110485
485,34.627087,2.6179192
486,34.630928,2.633691
487,34.635265,2.6557543
488,34.63539,2.6566298
489,34.636986,2.6638424
490,34.63847,2.671082
491,34.638535,2.670135
492,34.63799,2.6637378
493,34.637707,2.66045
494,34.639908,2.6621034
495,34.641125,2.6604776
496,34.641773,2.6546206
497,34.64233,2.652049
498,34.642853,2.6510217
499,34.643284,2.6490085
500,34.643833,2.6483836
501,34.64817,2.6664767
502,34.653843,2.6872497
503,34.655064,2.6912613
504,34.658665,2.6985908
505,34.66071,2.7018704
506,34.6589,2.6879578
507,34.657238,2.6705174
508,34.656807,2.671552
509,34.656506,2.666135
510,34.657852,2.6757157
511,34.65706,2.6725938
512,34.654655,2.628026
513,34.656967,2.6314828
514,34.65885,2.640857
515,34.660324,2.6463933
516,34.662907,2.655831
517,34.66259,2.6519597
518,34.665485,2.6651397
519,34.66751,2.6736658
520,34.66853,2.6745927
521,34.671257,2.6883812
522,34.673775,2.702458
523,34.675625,2.7102394
524,34.68004,2.7252576
525,34.682602,2.735715
526,34.68379,2.741065
527,34.683876,2.7400491
528,34.68356,2.73625
529,34.68376,2.7336407
530,34.683628,2.7298095
531,34.68343,2.7225506
532,34.68413,2.7246058
533,34.68435,2.7242098
534,34.68432,2.7227457
535,34.684494,2.7163944
536,34.68478,2.7107863
537,34.68521,2.709736
538,34.685234,2.7098181
539,34.6856,2.7100832
540,34.68572,2.70877
541,34.68589,2.7087505
542,34.686455,2.7091262
543,34.686516,2.7091296
544,34.686592,2.7088492
545,34.68668,2.7076254
546,34.686695,2.7053404
547,34.686714,2.7020738
548,34.686634,2.6999652
549,34.686718,2.7000902
550,34.686676,2.7002435
551,34.68653,2.6963272
552,34.686527,2.693666
553,34.68661,2.691961
554,34.686516,2.6905336
555,34.686428,2.6886113
556,34.686554,2.6869302
557,34.68654,2.6868699
558,34.686573,2.684066
559,34.68653,2.6834466
560,34.686607,2.6815224
561,34.68661,2.6789448
562,34.686634,2.677322
563,34.686813,2.674048
564,34.68706,2.6697545
565,34.68735,2.6611545
566,34.687256,2.66112
567,34.687195,2.6612902
568,34.68734,2.6612225
569,34.68741,2.6611462
570,34.687443,2.6612282
571,34.687286,2.6611652
572,34.687317,2.660728
573,34.68733,2.6606977
574,34.68714,2.6593924
575,34.687275,2.6601427
576,34.687195,2.6596725
577,34.687057,2.6587288
578,34.687138,2.6592526
579,34.68707,2.6591108
580,34.687172,2.658813
581,34.686855,2.6548119
582,34.686577,2.6513593
583,34.68666,2.650519
584,34.686787,2.6495588
585,34.686626,2.6488109
586,34.68688,2.646232
587,34.686935,2.646469
588,34.687042,2.6460216
589,34.687298,2.6473763
590,34.687378,2.6472816
591,34.687576,2.6486244
592,34.68749,2.6460435
593,34.687527,2.642496
594,34.68747,2.6397276
595,34.687466,2.6366794
596,34.687275,2.634069
597,34.687325,2.6321213
598,34.687332,2.628275
599,34.687325,2.627033
600,34.68738,2.6264417
601,34.68747,2.6260712
602,34.687485,2.625999
603,34.68751,2.6256065
604,34.687557,2.6251094
605,34.6875,2.625406
606,34.687572,2.6244113
607,34.687553,2.623927
608,34.687668,2.6222968
609,34.687756,2.621574
610,34.687695,2.621609
611,34.68775,2.6199136
612,34.68775,2.6190047
613,34.687878,2.616767
614,34.688,2.6147661
615,34.687973,2.6140244
616,34.688164,2.612654
617,34.68804,2.6127753
618,34.688057,2.6119642
619,34.688206,2.6117995
620,34.688236,2.6114728
621,34.68823,2.611667
622,34.688137,2.6117408
623,34.688187,2.611515
624,34.688255,2.610001
625,34.68836,2.6094913
626,34.68854,2.6072733
627,34.68856,2.6066349
628,34.688576,2.6056595
629,34.68862,2.604638
630,34.688652,2.603454
631,34.68874,2.602222
632,34.68876,2.6008174
633,34.689087,2.5952973
634,34.68916,2.5933979
635,34.689175,2.5907578
636,34.68933,2.5880635
637,34.689568,2.5870404
638,34.689663,2.586155
639,34.689728,2.585432
640,34.689804,2.5840838
641,34.689934,2.5835829
642,34.689903,2.5835595
643,34.689972,2.582442
644,34.690006,2.581043
645,34.690346,2.5778136
646,34.69077,2.5728762
647,34.69089,2.5700817
648,34.690918,2.569801
649,34.69098,2.5692477
650,34.691044,2.568639
651,34.691147,2.567484
652,34.691338,2.566733
653,34.691452,2.5662193
654,34.691563,2.5655756
655,34.691505,2.564884
656,34.691517,2.5645993
657,34.69149,2.564528
658,34.69151,2.5604918
659,34.69143,2.5586605
660,34.691288,2.5565212
661,34.691116,2.554934
662,34.69117,2.554595
663,34.6914,2.553028
664,34.69155,2.5524259
665,34.69162,2.551788
666,34.691586,2.5514982
667,34.691635,2.5510678
668,34.69186,2.5507815
669,34.691948,2.5508115
670,34.6921,2.5501823
671,34.692223,2.549587
672,34.69224,2.5494556
673,34.692524,2.5475125
674,34.69337,2.545919
675,34.69363,2.5465913
676,34.694088,2.5461855
677,34.69416,2.5460398
678,34.69431,2.5461814
679,34.694477,2.5459588
680,34.694645,2.5452821
681,34.694725,2.5448384
682,34.694824,2.5445654
683,34.694843,2.5435717
684,34.694866,2.5430303
685,34.69502,2.5433075
686,34.69495,2.5432825
687,34.694984,2.5434916
688,34.69508,2.5434089
689,34.695,2.5431976
690,34.69495,2.5406463
691,34.695175,2.5392332
692,34.695324,2.5376303
693,34.69573,2.5351543
694,34.695908,2.5351622
695,34.696175,2.5357733
696,34.695797,2.5358675
697,34.695663,2.5359488
698,34.695747,2.5358326
699,34.695778,2.5362298
